left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_body_y,left_body_x,right_body_y,right_body_x,len_factor,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_foot_y,right_foot_y,fall
0.0,0.0,0.0,0.0,65.13182067871094,502.4596862792969,63.81853103637695,503.03985595703125,506.6634883241669,144.7138214111328,502.39874267578125,140.6806182861328,509.81280517578125,195.11328125,187.7923583984375,True
93.83645629882812,288.8886413574219,83.82867431640625,349.7508544921875,211.97032165527344,367.3233642578125,194.4033203125,411.7467956542969,141.80132545401617,285.1708679199219,222.92062377929688,266.9049072265625,248.2587890625,505.072998046875,482.28839111328125,True
354.55401611328125,331.97998046875,351.5843200683594,266.57501220703125,405.74822998046875,319.54522705078125,406.3286437988281,278.3130187988281,52.682735559621605,448.23553466796875,337.4039306640625,449.21014404296875,288.72357177734375,532.058349609375,538.9442749023438,True
223.45310974121094,508.9105224609375,185.53805541992188,474.49249267578125,390.27581787109375,400.63311767578125,365.84149169921875,371.0851745605469,198.88140268712067,477.48114013671875,320.3193664550781,448.5284729003906,292.2292785644531,577.3355712890625,554.0353393554688,True
89.60491943359375,408.984619140625,206.24777221679688,215.33140563964844,295.83319091796875,521.22314453125,340.97784423828125,375.7453308105469,234.7926458415916,423.05120849609375,522.232421875,473.1101989746094,244.99267578125,462.63067626953125,504.44024658203125,True
164.15420532226562,479.2191162109375,136.915283203125,382.57196044921875,338.0688171386719,430.21551513671875,327.9864501953125,364.8497314453125,180.68659364073596,383.04473876953125,425.0613098144531,366.8001403808594,346.9959716796875,534.9993896484375,499.2093505859375,True
0.0,0.0,0.0,0.0,197.99514770507812,404.98272705078125,208.5337677001953,422.7289123535156,450.7916233962686,326.4485778808594,383.0441589355469,327.6434326171875,391.5480651855469,477.1956787109375,452.8572998046875,True
72.60891723632812,492.0354919433594,77.08171081542969,526.1674194335938,254.5809783935547,478.5594787597656,255.75137329101562,503.37896728515625,182.47036464350532,307.1040954589844,492.8586120605469,305.8760681152344,524.9578857421875,0.0,0.0,True
250.164306640625,488.7072448730469,258.671875,374.59344482421875,411.8815002441406,487.75225830078125,417.95562744140625,410.15484619140625,161.7200133142159,478.317626953125,516.1483154296875,489.9044189453125,413.83978271484375,0.0,0.0,True
217.2439422607422,302.85931396484375,384.9600524902344,128.43089294433594,336.2702331542969,448.73919677734375,411.923095703125,323.2940979003906,188.27691874806595,438.82037353515625,498.98358154296875,542.5736083984375,318.5406188964844,0.0,0.0,True
165.1705322265625,240.16326904296875,295.9812927246094,81.61360168457031,215.3354034423828,364.6520690917969,282.1459655761719,253.49624633789062,134.21615268549812,247.2638702392578,444.9332275390625,335.46435546875,313.4968566894531,358.0561828613281,458.8808288574219,True
199.9344024658203,421.8575134277344,235.73724365234375,504.6021728515625,320.537841796875,420.6426696777344,332.5418701171875,481.43798828125,120.60955776312383,410.0689392089844,383.21038818359375,428.404541015625,497.4285888671875,501.8846130371094,540.2770385742188,True
89.36882019042969,292.2958068847656,100.14146423339844,212.4680633544922,221.52285766601562,332.0799560546875,225.22767639160156,281.2255859375,138.0125651753244,298.15155029296875,294.28204345703125,297.62408447265625,261.9273681640625,0.0,0.0,True
162.6297149658203,492.7849426269531,136.58409118652344,439.41937255859375,296.41094970703125,383.7736511230469,270.8468017578125,342.12347412109375,172.57137782446023,408.92047119140625,250.6746368408203,375.53387451171875,207.7234649658203,0.0,0.0,True
440.4082336425781,234.74282836914062,524.9070434570312,92.88908386230469,480.8799133300781,370.5789794921875,525.1994018554688,287.7652893066406,141.73713983515694,465.9276123046875,363.54766845703125,0.0,0.0,0.0,0.0,True
120.60945129394531,238.22532653808594,123.22978210449219,307.3902893066406,283.6004638671875,395.65167236328125,284.3483581542969,422.1626892089844,226.60345217918632,439.83343505859375,319.49981689453125,439.06219482421875,304.6332092285156,558.82958984375,559.3360595703125,True
144.74642944335938,197.89349365234375,191.848388671875,90.90971374511719,0.0,0.0,0.0,0.0,245.18026769406146,162.10940551757812,304.8683776855469,200.52879333496094,249.78350830078125,404.5790710449219,455.6962890625,True
151.61305236816406,256.1511535644531,114.32579040527344,302.09906005859375,242.07870483398438,122.67874145507812,229.48544311523438,162.1212158203125,161.24180311061215,395.1013488769531,163.74386596679688,379.86358642578125,260.0389709472656,524.6649169921875,514.2184448242188,True
182.71266174316406,406.4443359375,272.32769775390625,203.95401000976562,469.0083312988281,520.827392578125,502.7867736816406,367.26214599609375,308.2996822132297,459.49932861328125,473.4696044921875,497.8243713378906,149.5217742919922,0.0,0.0,True
141.78147888183594,118.60977172851562,155.24267578125,114.64088439941406,324.60614013671875,303.38739013671875,347.6223449707031,290.59429931640625,259.9377329815165,346.0757141113281,403.71893310546875,356.55426025390625,419.6971435546875,398.49822998046875,385.3984375,True
132.8107452392578,233.2989044189453,138.64390563964844,399.15594482421875,336.27740478515625,226.62167358398438,333.3199157714844,352.680419921875,203.57619447860276,203.29527282714844,165.42355346679688,198.40325927734375,424.01287841796875,0.0,368.30426025390625,True
13.241790771484375,192.59463500976562,0.0,0.0,159.3087615966797,246.6547088623047,168.34713745117188,191.2086639404297,155.74996485068763,246.47048950195312,210.77413940429688,258.8067626953125,155.99246215820312,376.5057373046875,388.3770446777344,True
8.036956787109375,444.2182922363281,0.0,0.0,109.29546356201172,429.5654296875,109.8469009399414,378.0825500488281,102.31320332761453,189.62014770507812,423.48333740234375,191.5601348876953,369.227294921875,248.68128967285156,250.7547607421875,True
240.65487670898438,499.724609375,183.8229522705078,332.0935363769531,344.8270263671875,435.6147766113281,323.3169860839844,326.3487548828125,122.31887598157958,436.1357116699219,507.37139892578125,404.92303466796875,381.7817077636719,0.0,0.0,True
143.84426879882812,333.7691650390625,125.91966247558594,328.1738586425781,182.2699737548828,281.5037841796875,177.4948272705078,284.1513366699219,64.87067779625313,274.8534851074219,253.5639190673828,269.52325439453125,260.2029724121094,0.0,0.0,True
61.429443359375,276.522705078125,80.0035400390625,242.79901123046875,368.93719482421875,410.1484375,376.8260192871094,386.23455810546875,335.28622634436783,334.26361083984375,402.8780822753906,338.0426940917969,402.5205383300781,537.592041015625,536.630126953125,True
48.068115234375,353.5119934082031,26.47198486328125,440.505615234375,123.71617126464844,257.0560302734375,115.29074096679688,332.1960754394531,122.58214064624036,309.87744140625,228.75265502929688,308.4675598144531,480.88482666015625,440.191162109375,442.3415832519531,True
326.146484375,140.00108337402344,419.74945068359375,49.80802917480469,458.728759765625,309.42279052734375,517.3430786132812,257.645751953125,215.13199344240027,424.1651916503906,419.2401123046875,486.6168518066406,392.7401123046875,479.80322265625,0.0,True
158.1791229248047,375.743408203125,168.01702880859375,219.15829467773438,287.4717102050781,344.5718078613281,288.9281311035156,240.1481170654297,132.99714956906345,0.0,0.0,351.9708251953125,227.84304809570312,0.0,0.0,True
352.8899841308594,279.29638671875,492.5622253417969,200.5977783203125,462.5952453613281,440.4918518066406,531.4340209960938,396.1690979003906,194.9851848386096,374.0243225097656,506.3328552246094,449.3912048339844,475.6524963378906,0.0,0.0,True
221.38577270507812,409.77581787109375,209.35321044921875,393.8876953125,293.51995849609375,349.6922912597656,271.052734375,348.8137512207031,93.87955544093153,308.09033203125,264.1871643066406,288.8335876464844,301.05194091796875,0.0,0.0,True
149.57269287109375,149.72361755371094,146.28253173828125,111.57017517089844,367.2612609863281,182.74313354492188,388.6385192871094,162.25839233398438,220.17856645085794,298.334228515625,396.54376220703125,318.2237854003906,377.3601379394531,514.61669921875,535.1625366210938,True
121.58541870117188,259.2911071777344,112.28379821777344,299.11285400390625,322.47552490234375,415.5665588378906,311.7546691894531,464.8988037109375,254.51689838025283,438.80474853515625,211.44558715820312,415.5157470703125,407.9857177734375,0.0,0.0,True
457.09930419921875,448.15069580078125,428.204345703125,473.13299560546875,390.5346374511719,368.4353942871094,368.3246154785156,379.81488037109375,103.85270412798192,345.5121765136719,270.55706787109375,325.3416442871094,290.0512390136719,346.7113037109375,311.54583740234375,True
173.30276489257812,418.7376708984375,159.5270233154297,282.5882568359375,337.2879333496094,424.9288024902344,338.7311706542969,336.2384948730469,164.10199750237004,450.7008972167969,456.84613037109375,458.5590515136719,360.1908874511719,0.0,0.0,True
478.3791198730469,524.6390991210938,386.2917785644531,489.24761962890625,406.6268615722656,379.5575256347656,358.2168884277344,359.8846130371094,161.85502629368932,354.7190246582031,321.3845520019531,295.6884765625,310.1333312988281,337.0547790527344,253.21914672851562,True
246.9510955810547,110.74201965332031,262.60601806640625,114.19889068603516,353.9332275390625,227.49822998046875,363.3065490722656,226.58111572265625,158.35778859354508,404.82354736328125,225.99168395996094,411.5102844238281,227.5475616455078,500.41107177734375,512.4314575195312,True
216.72947692871094,316.1568298339844,203.01036071777344,217.11148071289062,404.3526306152344,438.58538818359375,391.4589538574219,363.5760498046875,224.03392533016176,350.467041015625,408.0331115722656,336.1033020019531,291.7984313964844,510.9108581542969,513.62646484375,True
