left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_body_y,left_body_x,right_body_y,right_body_x,len_factor,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_foot_y,right_foot_y,fall
55.329483,190.873,0.0,0.0,118.64762,234.46394,108.64917,262.1044,76.87234140527454,186.05855,145.60165,176.38425,160.14568,331.31763,319.1758,True
227.07875,213.96574,228.5466,177.0819,250.22218,210.6482,251.73978,187.26282,23.380004612542784,280.82605,221.62276,281.75842,194.06216,350.28653,353.35056,True
156.26282,320.18253,125.51837,318.29288,217.3056,232.836,194.33604,226.24002,106.56283346273683,223.47003,132.68947,199.17242,132.70035,246.2785,233.41602,True
57.861008,265.62823,132.94424,139.52559,191.39099,338.25983,220.47276,242.94373,152.00527828314046,273.4793,340.97943,305.77692,157.05992,302.66342,329.24066,True
133.46815,322.14902,81.7119,215.29738,257.298,236.27977,232.24774,157.8012,150.68961217980365,286.51437,228.4404,253.22469,121.704605,0.0,0.0,True
90.52673,170.38689,0.0,0.0,118.87593,260.33267,127.92607,267.19238,94.30758890873551,217.93788,244.16692,220.85576,257.4508,309.39575,289.778,True
147.06784,201.39099,250.89667,81.6668,231.12637,297.61514,277.82764,212.96117,127.76902705856502,287.8238,328.8224,350.3096,212.29736,0.0,0.0,True
116.59151,160.63362,217.32355,55.212887,144.1402,256.97153,195.96584,192.1303,100.19941354440064,145.51987,302.6821,215.08531,260.03357,220.14017,299.1714,True
281.9314,187.3243,288.8911,112.48306,248.90402,271.35574,252.53307,224.34624,90.28893489905398,253.59543,290.33615,252.95407,241.10332,0.0,0.0,True
0.0,0.0,284.62195,284.66882,219.43704,192.61336,217.11804,245.58269,291.98034353322447,248.1684,139.58868,247.24155,228.69087,245.25687,237.53915,True
126.26804,268.3495,145.83446,322.24084,206.25244,265.5172,213.0174,305.68903,80.03452810770867,266.3557,253.29889,275.61383,327.22363,327.29477,349.89972,True
0.0,0.0,67.96376,139.84251,145.15025,214.33215,147.19438,180.00581,258.8568484293692,179.85942,186.97261,179.20729,161.53316,0.0,0.0,True
111.38055,325.24786,89.81882,286.3857,211.1065,248.98668,192.12247,218.70567,125.54296214561569,292.88098,156.59998,267.7525,128.86145,0.0,0.0,True
276.43536,151.42589,347.2347,76.468506,299.12753,244.11772,334.37143,201.56985,95.42908644323455,295.46823,248.2077,343.48788,213.9537,282.8286,331.7182,True
80.33568,155.19272,88.4337,181.9668,179.8823,270.79498,182.53923,272.56232,152.55625917323675,281.2528,226.50722,284.18842,187.04475,357.0678,364.6054,True
98.01432,125.050385,137.73993,41.33877,0.0,0.0,0.0,0.0,158.88488180836177,104.15087,195.0116,131.57912,161.34172,274.35327,307.59027,True
83.83258,161.25917,77.653595,179.00076,172.81555,77.43585,172.28432,92.64247,122.24695449495847,262.83124,119.07199,259.32193,134.00262,345.89197,339.52548,True
55.64761,275.20496,41.947823,180.54388,175.23575,235.7185,168.23546,167.3384,125.93848389490871,257.0696,249.17142,254.72882,137.71269,0.0,0.0,True
114.59364,258.9903,169.34065,134.71367,298.67105,327.79315,317.42633,229.32428,196.51545774058556,298.2831,303.57224,313.8141,89.49723,0.0,372.75494,True
84.043045,79.78488,90.93604,64.08402,196.61772,201.77051,211.4163,185.81,165.99262271744175,241.55731,265.81403,247.34875,270.9011,267.96445,258.53885,True
88.69273,144.35945,92.64613,260.70026,225.64008,145.42734,224.95189,231.68701,136.9515054313988,139.46405,112.771965,138.08698,282.66064,0.0,0.0,True
8.633843,125.242134,0.0,0.0,102.84583,160.7733,108.82248,123.21305,100.68943782587203,156.52478,133.5414,165.42285,100.08277,243.64047,249.62785,True
4.328779,290.42822,0.0,0.0,70.78303,280.14813,71.06296,245.39404,67.24468111239761,123.95414,275.46558,124.98695,239.45094,161.6844,0.0,True
151.81642,324.53137,107.71101,212.54396,189.20766,266.0649,171.54199,192.43114,69.40051559044953,245.02312,314.7027,220.50078,222.97466,0.0,0.0,True
101.091,210.61551,90.373634,205.69034,121.517296,181.30069,119.63761,181.80959,35.729428412764534,171.65494,167.26306,168.00212,162.60423,0.0,0.0,True
117.13128,184.21239,180.39995,49.856228,287.26544,253.83,317.56085,155.03903,183.82666583915858,0.0,0.0,267.64822,123.37604,0.0,0.0,True
38.221123,196.94086,48.448425,158.82854,249.33308,273.31396,256.3153,247.01262,224.50192663859116,239.32848,269.74734,244.32486,264.48618,0.0,0.0,True
42.377518,228.40001,26.435202,286.83286,82.740906,183.2911,76.82246,233.8254,60.53111706737585,207.0302,156.63469,201.88443,327.74713,281.5975,274.54947,True
202.5691,80.950935,270.26495,34.890526,284.81284,200.50006,325.68768,172.36412,145.1069410780335,262.51996,275.903,305.0814,263.3033,302.91223,336.12927,True
98.37604,250.94983,109.63452,139.14018,178.23451,234.39676,182.0207,161.28957,81.55599374123832,209.65622,245.74138,211.78258,159.15434,0.0,0.0,True
228.4201,187.69804,325.74802,131.16861,301.47604,292.23047,348.33484,259.70355,127.53116498892099,244.05609,329.56918,297.2347,305.41608,0.0,0.0,True
154.81963,266.05228,147.16039,265.7292,194.97562,226.36372,179.71976,232.60672,56.4595856250575,211.87917,173.43484,197.52246,200.1965,0.0,277.61078,True
99.81807,98.00879,94.89969,77.91896,236.38269,121.15918,248.77312,110.13069,138.51294628022546,195.30525,256.708,206.01134,245.358,332.04257,344.39447,True
77.226425,161.67249,69.097305,178.64972,207.92789,271.5215,200.20755,297.6038,170.7327777717756,275.78876,136.85905,259.8803,265.68948,0.0,0.0,True
304.5168,294.91263,279.34308,318.5951,247.14778,235.53897,229.41515,246.95335,82.5617176005269,216.06978,175.26978,198.07623,189.3992,196.91008,171.92563,True
113.03898,270.22903,101.639595,179.87975,217.89517,275.13345,218.53091,217.2846,104.97082761133811,275.619,295.7603,278.71567,237.65508,0.0,0.0,True
286.20383,303.12045,250.97627,278.65344,234.66353,240.74643,214.15378,226.13522,80.91304694129977,216.74812,206.36333,190.9661,198.11606,204.39502,180.32285,True
76.80308,296.2089,78.569084,304.8746,224.00505,252.9069,225.49635,253.57333,153.43884986954566,306.00943,218.16023,308.63727,211.24161,0.0,0.0,True
0.0,0.0,64.913284,304.86313,218.0522,313.8736,214.09724,331.84406,382.18241253278256,319.88217,222.40265,321.13208,238.41779,0.0,0.0,True
141.63528,204.28198,135.09402,126.587616,249.57379,275.61493,244.13058,220.12732,129.37971481888277,220.68678,267.31964,213.39262,191.148,340.37933,343.54095,True
144.01776,277.9367,144.08087,154.53131,306.52704,252.91554,302.39267,169.38074,164.42421922491138,337.83917,209.91806,332.2173,93.93791,0.0,0.0,True
141.34178,167.41322,129.28488,70.514854,273.4889,192.10632,278.38696,122.50997,134.43439985318076,302.11438,261.23843,311.18134,156.68881,323.3126,333.04492,True
62.25532,249.29305,0.0,0.0,110.87301,235.9969,112.964195,180.13269,50.40304473540256,152.90535,339.1128,159.14005,174.91489,256.7647,269.32257,True
0.0,0.0,0.0,0.0,100.71507,263.63977,110.75678,270.81757,282.2223493075062,180.37798,234.3057,190.48776,249.37938,270.21246,273.79013,True
47.624016,154.79482,51.137184,252.06734,165.18677,162.443,166.37375,229.39752,117.81126954581855,219.31544,160.0033,214.38802,242.83237,0.0,0.0,True
272.528,278.12918,225.4659,306.1606,264.14102,246.80165,234.60457,265.59747,32.43078458066375,216.06041,188.33354,182.47565,199.71329,231.5295,192.55014,True
228.00728,135.13344,258.02673,59.91045,290.9376,195.42615,313.38275,151.21716,87.15179349273954,191.84435,266.36002,220.33806,223.04176,308.08627,322.99875,True
271.72647,264.64957,162.12239,289.8503,254.68753,141.43488,206.44571,154.04922,124.38724053993815,240.40266,180.28276,166.6051,178.42331,301.59198,200.21738,True
74.20513,225.858,138.67572,151.8237,0.0,0.0,126.189804,267.3876,237.7356483186172,139.29416,296.377,181.21924,249.39856,0.0,0.0,True
229.11386,336.05826,149.50316,314.6231,249.44695,207.14804,211.94629,194.32893,130.50394028452158,251.8772,190.97992,204.93336,192.47142,318.361,268.632,True
9.602258,166.86578,29.737719,91.87814,125.38082,183.00108,140.9475,126.41914,116.89749305555824,178.29846,256.106,201.60646,129.84824,278.8543,314.73972,True
49.488014,217.86961,49.122734,81.44796,196.97626,232.23918,211.15178,149.01941,148.18660055791722,244.2323,365.95493,250.68459,309.2298,345.78876,354.14795,True
182.36098,122.85384,236.77446,49.377644,248.3004,209.03165,282.11304,164.49872,108.51092659508436,273.08377,283.1897,310.46518,260.29095,316.04285,355.55634,True
64.00386,154.72795,115.575066,108.87692,148.70493,230.24115,171.62682,197.69789,113.47472680659071,190.15166,239.29614,218.74779,228.0286,272.46182,300.32413,True
169.5496,299.912,121.450676,200.9689,87.5514,286.66675,67.74719,216.34346,83.06107589807624,168.86458,239.54001,141.77689,156.85466,0.0,0.0,True
87.197716,386.83768,48.563736,299.59436,198.24442,319.16055,174.60944,263.43408,130.04446390077817,248.49289,222.61353,217.674,179.42928,345.87988,319.86743,True
86.419014,113.834145,113.504486,83.28849,162.53558,212.54942,185.2586,189.46689,124.65327267847839,223.67534,305.49527,246.35127,305.80405,323.34766,347.06128,True
153.6469,273.0454,92.53148,188.57709,270.86874,193.998,248.2042,124.67026,141.38406705866376,279.24042,280.4488,244.6979,104.46176,372.88568,0.0,True
48.67611,174.48087,94.96865,77.01014,122.118835,230.12975,145.92336,153.17363,92.14462473728868,202.61478,303.1482,234.08134,176.75414,307.8137,360.1765,True
287.9731,283.3676,275.1136,293.50418,225.59975,231.82222,207.39473,244.13043,80.9157876107609,217.49928,168.18907,202.6724,183.4392,0.0,220.22157,True
66.98377,138.22133,145.70496,37.65985,165.85999,229.12619,208.62857,164.59317,134.31380921960687,208.50722,290.6793,261.8445,236.65681,278.08002,333.46317,True
113.9397,199.82463,134.24217,248.81638,104.68789,170.2903,109.92869,202.285,30.949519177250053,121.23572,136.95227,135.3873,195.56224,0.0,0.0,True
281.53687,374.7263,280.11002,357.10327,315.5894,376.06854,316.36972,365.51672,34.078964436690775,330.95383,386.64154,331.6202,377.63727,352.1392,354.41306,True
72.91751,146.24718,68.35814,184.72592,171.49948,254.79884,171.54266,278.22586,146.63515642304841,270.49228,263.63434,259.99326,300.65167,0.0,0.0,True
0.0,0.0,0.0,0.0,19.254248,350.99405,15.0981655,330.9397,351.52176111487717,62.269783,340.66568,55.167732,315.40265,116.94202,114.01958,True
114.410515,260.1455,122.52949,311.51248,224.6533,256.14822,226.17494,287.44696,110.31523500781891,262.97122,236.88104,267.19656,273.31476,317.54053,324.62448,True
224.42181,344.6612,233.10583,399.2722,327.18835,345.44885,321.97842,379.12415,102.76955900543864,375.5156,231.63081,0.0,0.0,0.0,0.0,True
79.17491,227.85378,73.018585,191.95091,184.82465,247.01245,181.6847,213.14827,107.372814394635,218.19792,239.32965,212.06435,124.629684,0.0,0.0,True
142.37071,291.77704,131.5693,288.0639,296.9928,333.27502,285.5474,333.5485,160.09394796549591,296.6429,200.93349,280.90326,232.91249,0.0,0.0,False
143.96996,351.54898,0.0,0.0,316.83032,350.82953,319.09988,397.4992,172.86186400890512,337.35016,295.9256,338.20435,366.15152,387.57193,0.0,False
118.28408,253.51196,122.65554,242.55798,272.18475,278.88904,279.3865,267.7445,155.9788790832947,377.9934,292.63403,390.44016,271.76193,0.0,0.0,False
45.813225,283.0513,43.245045,120.72556,161.16147,254.60576,160.88818,143.94598,118.80389788330514,262.5622,273.24435,260.32697,130.37477,374.2647,369.8877,False
89.065414,253.5282,108.7498,176.44722,192.89598,253.59384,203.20145,207.88943,103.83058715661252,261.47247,267.94064,273.09763,222.80821,346.63962,357.877,False
41.15111,255.67502,57.081875,150.53918,230.06084,329.1952,233.03319,262.41965,202.71186798201373,0.0,0.0,345.6762,262.36606,0.0,0.0,False
89.15112,216.16199,83.700836,211.79483,210.64018,238.0721,206.89474,234.24501,123.44895506477695,271.5442,217.08945,265.01813,225.05539,350.28732,337.25183,False
110.34204,342.5621,89.68299,229.26762,232.60034,274.72693,212.91971,200.38443,139.81667646449927,225.16667,173.01208,202.72327,101.94528,360.0597,337.1084,False
197.10318,200.27187,199.67026,169.37611,240.63855,218.05664,240.23154,198.80457,47.0279347193564,244.59808,198.65305,245.77046,168.3819,337.9905,342.24963,False
132.5115,101.708244,143.54378,14.294029,305.12634,139.65706,323.53223,87.468895,176.73707785715888,305.05444,243.68315,324.82156,217.95169,0.0,0.0,False
107.752464,224.49997,106.208405,85.28242,260.52182,190.92972,263.37653,98.19854,156.4143072609339,0.0,0.0,268.45413,124.65866,0.0,0.0,False
85.07089,210.04414,94.228806,187.57039,210.56987,256.84125,212.45096,224.06113,133.94014456359548,275.80334,289.76334,278.7251,152.95929,359.47046,361.20667,False
131.47446,211.24422,147.29048,81.10086,303.45663,214.4924,315.90472,124.78427,172.01284881915632,309.57947,286.46475,324.61417,146.36165,0.0,0.0,False
78.610504,119.948784,99.12751,38.172977,191.23611,168.80396,216.6136,118.15535,122.76545059745574,192.95221,317.1841,223.35416,286.54224,303.0861,333.31726,False
69.473274,290.8061,59.707264,156.7751,185.73827,251.14098,183.81282,155.76506,122.8449009330547,293.31494,285.66,296.92654,120.00453,0.0,0.0,False
61.696003,175.56335,59.04324,73.73819,183.10062,168.82405,197.35551,108.56626,121.59152650142254,212.62932,276.72037,233.77551,234.47014,305.06656,0.0,False
146.63133,86.33758,167.484,76.59118,306.3778,158.73575,325.05038,151.57318,175.38652009975684,216.33932,264.97223,230.7797,267.75946,298.23212,295.79767,False
153.8819,314.2464,139.86601,314.63098,342.91907,266.4889,315.62677,269.34683,194.97648910189469,349.29956,44.038353,315.46747,62.303703,416.0,383.98392,False
61.644154,155.44754,58.589817,133.49329,178.9776,127.23663,191.37898,113.297295,120.67722998209977,204.83824,257.08646,216.42938,246.4087,0.0,0.0,False
93.07438,340.5512,89.222206,233.16998,220.4014,313.41977,212.4832,233.34,130.1855779040255,176.04054,292.67938,160.22664,157.60797,324.7066,303.90393,False
101.88769,232.94087,102.71028,157.54214,215.48767,208.24458,217.33102,153.71411,116.25344244357788,289.2635,237.26147,294.3644,134.40479,367.49908,373.40726,False
16.718676,214.80722,25.248001,304.9059,123.68509,211.2512,127.13546,273.01288,107.02550755515212,236.227,201.68661,236.75323,305.71985,360.65097,361.1678,False
157.60596,105.04059,161.70653,14.667718,329.51727,157.10098,351.0138,102.26534,179.6212270138943,277.59464,313.76022,302.98004,277.84406,372.8215,391.02267,False
74.34842,251.39511,67.60789,151.35596,221.5756,191.44228,228.76128,133.88509,158.9659943301434,285.53345,287.47443,294.97095,258.84042,0.0,0.0,False
93.03251,104.59094,114.91179,22.997122,227.45802,147.66437,253.2863,97.51138,141.15784352606903,217.87544,289.94855,247.37659,263.4708,322.71887,344.48602,False
89.43778,247.52919,95.17634,163.97408,203.4206,236.60118,203.70059,171.02808,114.50546964661552,258.33463,274.27377,253.63675,138.92477,351.741,346.69443,False
106.45199,269.06775,93.1261,151.84262,238.65244,239.17917,235.2571,154.22324,135.53701865276471,332.3769,270.25943,327.62354,128.34709,0.0,0.0,False
44.757412,310.38925,37.773186,214.01877,173.69203,284.5536,180.57939,226.61284,131.49759199490526,233.93307,331.9121,239.3963,291.57275,314.33563,318.28156,False
139.71735,322.996,135.3324,162.8598,277.8408,271.6527,269.23,156.64206,147.35745427550842,299.6292,255.62976,284.8687,74.717545,377.9882,358.53387,False
77.11014,161.89082,95.53312,330.87302,247.19063,152.88396,250.44727,273.42282,170.31880917908447,256.51917,106.34716,262.12543,280.01138,0.0,0.0,False
87.639885,223.52907,90.95517,149.86478,202.96277,223.10037,204.16624,170.03615,115.32368040943742,270.44864,246.12961,270.8584,138.10603,347.4268,345.02963,False
144.85205,404.9818,120.26878,329.09686,304.36902,338.6824,280.70206,296.5636,172.74627203891765,216.97548,214.0293,195.66472,192.92068,345.1414,341.413,False
48.25993,144.54276,67.094795,66.58792,149.53342,148.04764,165.44302,100.13367,101.3341137942104,209.75058,238.42339,226.72928,217.01065,331.45,348.7645,False
100.23264,305.38428,103.492035,153.02835,243.31049,313.79056,249.41258,218.83461,143.3245855063598,241.43918,349.23212,240.23547,274.2823,0.0,0.0,False
116.949615,232.37805,126.465904,279.85764,0.0,0.0,310.4712,241.343,260.14759560551244,176.85863,225.69528,173.85777,222.69193,324.47134,308.25314,False
157.90303,369.46957,142.04196,235.87144,340.90765,296.43726,324.35925,213.26595,197.03911205608443,362.70175,217.28896,343.0367,153.09756,0.0,0.0,False
68.95621,175.61812,63.13464,145.7828,201.66222,120.858894,205.9496,96.544624,143.55994360340355,269.7634,198.9716,273.93488,165.73409,0.0,0.0,False
125.33351,299.47717,109.80546,159.1753,199.4986,282.87543,197.70325,186.94856,76.00051161870601,232.0255,339.84537,223.42732,220.8618,370.9298,357.10843,False
163.26524,118.711845,183.98491,12.74888,333.93265,156.07393,362.14316,95.765205,174.70915295534581,244.922,291.54202,279.09552,246.58232,329.916,350.5503,False
109.3581,320.93622,127.22065,206.27443,266.7431,299.79025,262.5037,231.47496,158.79922279115388,314.8009,174.12311,313.60706,131.79466,366.97525,358.7742,False
104.37134,92.71119,105.72296,250.26018,249.05109,127.98519,255.72029,226.36023,148.91771170212402,287.9783,235.83609,289.05396,301.94586,0.0,0.0,False
129.43011,224.72937,159.08333,97.22746,318.03137,233.2203,331.39285,151.8323,188.7922939719078,306.61066,279.962,317.7375,202.48004,0.0,0.0,False
148.40225,90.28741,175.96591,41.021023,322.8389,107.72792,348.75616,80.36225,175.30634560970157,230.35243,233.49695,256.27655,210.49028,347.98074,362.5238,False
112.05077,81.34733,113.30008,48.55581,222.86987,139.15639,239.61388,118.09743,124.99104014550788,244.01028,283.3149,259.82086,275.74237,355.55594,367.35037,False
105.65494,192.86894,124.21034,79.16523,225.34415,225.00702,245.39209,157.98782,123.92886155599786,263.855,319.37415,287.56763,274.5194,334.53384,357.27414,False
62.33057,182.19559,69.67498,326.06076,205.18047,206.16867,207.69592,300.34818,144.84751451109886,351.08813,201.16861,348.33835,329.78534,0.0,0.0,False
96.61402,195.12335,121.440414,59.70763,270.21732,189.36546,287.5722,96.12504,173.69876150780345,252.37599,281.542,273.07504,140.14128,327.28903,351.76318,False
118.02453,308.5503,125.5569,173.9968,297.8436,321.91122,286.43326,227.34695,180.314750608898,282.33026,203.74048,265.58423,74.83093,338.19785,336.30716,False
136.73972,90.03558,149.4618,40.812065,284.59146,143.05052,301.82867,113.26204,157.0691642790362,217.87146,236.0976,233.61668,224.46861,246.03392,245.24324,False
85.831406,227.14185,93.87656,91.483574,209.24673,222.03784,215.53633,126.77821,123.52082530080222,275.7513,279.71548,283.04187,117.90341,355.36005,372.46118,False
145.54643,184.22823,139.97725,62.310825,284.7948,175.08809,291.29367,89.96708,139.54802004191407,196.30556,260.4664,211.85275,118.821815,335.311,338.06863,False
